name,url,scraped
Surzhik V.,/player/surzhik-vladimir/CAlE8rqQ,True
Chetverikov O.,/player/chetverikov-oleg/CbW7v1c1,True
Pisklov S.,/player/pisklov-sergey/WULGjuoR,True
Telugin Z.,/player/telugin-zakhar/n1bnWsCd,True
Gorelov V.,/player/gorelov-vladyslav/lAt07BTF,True
Gusev V.,/player/gusev-vitaliy/Y1hQaiUj,True
Sinickiu I.,/player/sinickiu-ivan/25jqx6UI,True
Yarovoi O.,/player/yarovoi-oleksandr/lj0lFGYs,True
Stelmashchuk S.,/player/stelmashchuk-stanislav/6q6krRKN,True
Volokhov V.,/player/volokhov-vladyslav/KWeQzUf7,True
Ivanchatenko V.,/player/ivanchatenko-vladislav/QeXUIH0B,True
Naku V.,/player/naku-valerii/jZWWAfWd,True
Pokydko S.,/player/pokydko-sergey/ObqBXbgO,True
Solovey V.,/player/solovey-vitaliy/8I3ROLZ0,True
Abalmaz S.,/player/abalmaz-spartak/UTgJxCZc,True
Komar V.,/player/komar-vadim/EkP6pAV5,True
Poltavets P.,/player/poltavets-phillip/x6PnoMaJ,True
Rubcov N.,/player/rubcov-nikita/UJIB5x68,True
Tytyunnik O.,/player/tytyunnik-oleksii/8WObQEBn,True
Dereha R.,/player/dereha-ruslan/tpN6Ohta,True
Zakladnyi M.,/player/zakladnyi-mykola/QcYWip7D,True
Zhuravlov M.,/player/zhuravlov-maksym/2g4hEzll,True
Derevynskyi D.,/player/derevynskyi-dmytro/QuycpqXm,True
Zaychenko V.,/player/zaychenko-valentin/27JsCOB3,True
Selin A.,/player/selin-andrii/0nJst0bt,True
Chaplianka A.,/player/chaplianka-anatolii/2NqfkIjh,True
Egorov K.,/player/egorov-kyryll-yehorov/MTyjiIX3,True
Kolos M.,/player/kolos-maksym/tErblx6b,True
Ivanica Y.,/player/ivanica-yaroslav/ncpJ5akH,True
Onischenko R.,/player/onischenko-ruslan/6kBb0r2g,True
Boiko A.,/player/boiko-anton/f90yfmYE,True
Lebedev D.,/player/lebedev-dmitriy/0xUT1gGn,True
Semenets O.,/player/semenets-oleksandr/pnkkjbyn,True
Kinash S.,/player/kinash-sergey/ncCQlPB5,True
Myronchenko M.,/player/myronchenko-mykhaylo/ITGjJk6E,True
Derevianko A.,/player/derevianko-artem/jeUgRfdt,True
Baneckiy I.,/player/baneckiy-ilya/OSvomivj,True
Baystryuchenko D.,/player/baystryuchenko-dmitriy/86DMk5da,True
Kuvaiev R.,/player/kuvaiev-roman/02kr5lyr,True
Petrov N.,/player/petrov-nikita/UHLYYgkf,True
Shtaer A.,/player/shtaer-arkadiy/YaBERNkr,True
Ivchenko K.,/player/ivchenko-kyryl/6oTgiOyB,True
Peretiatko A.,/player/peretiatko-andrii/SAId1KZI,True
Goradze A.,/player/goradze-artur/QwYGvu4p,True
Ermolaev A.,/player/ermolaev-alexander/2mZFALeF,True
Zavinskiy S.,/player/zavinskiy-sergey/AuNn8bX8,True
Kosarev S.,/player/kosarev-semen/f5WbuOFe,True
Semenenko N.,/player/semenenko-naza/vcYUc9LR,True
Volkov Y.,/player/volkov-yurii/CWN0sa1E,True
Dmytruk I.,/player/dmytruk-ihor/Ys6gzoC9,True
Zhalii V.,/player/zhalii-valerii/8KjRKyeS,True
Tkachenko A.,/player/tkachenko-artem/UkDgg5yr,True
Kokunin Y.,/player/kokunin-yurii/4fAhKf7S,True
Piskun A.,/player/piskun-andrii/xYe8xs0p,True
Lymarenko O.,/player/lymarenko-oleksandr/GGp5FGOM,True
Chernyshov D.,/player/chernyshov-dmytro/QwryNrhP,True
Levytskyi S.,/player/levytskyi-serhii/vcd5bu45,True
Solomko S.,/player/solomko-serhii/tSF38tq1,True
Mytsyk A.,/player/mytsyk-alexander/G8MFF0pa,True
Avgustov A.,/player/avgustov-aleksey/ITfiseWI,True
Troian A.,/player/troian-andrii/IsYfT0fo,True
Kovalchuk P.,/player/kovalchuk-pavlo/zRn1hnrc,True
Ivanov E.,/player/ivanov-yevhen/viHpzjuB,True
Lisechko A.,/player/lisechko-artem/rN2G9USQ,True
Pitsyk S.,/player/pitsyk-serhii/WrPm3t56,True
Lytvynov V.,/player/lytvynov-vladyslav/MJEeoes1,True
Yemelianov T.,/player/yemelianov-taras/tC5ToEUD,True
Bortsov D.,/player/bortsov-dmytro/hIiiMG5l,True
Kyilo V.,/player/kyilo-vitalii/hCfjEHtG,True
Oranskyi I.,/player/oranskyi-ihor/zFIyOx83,True
Khandetsky S.,/player/khandetsky-sergey/EHo5i6c3,True
Obrazkov O.,/player/obrazkov-oleh/rDL8BZAC,True
Kim D.,/player/kim-dmytro/tb2uwheh,True
Kuprykov S.,/player/kuprykov-serhii/MuQMpbVI,True
Starodubskyi I.,/player/starodubskyi-ihor/bm8JC3bJ,True
Marchenko S.,/player/marchenko-sergey/zc71sSok,True
Gomilko O.,/player/gomilko-oleksandr/t2YjxNvg,True
Budyak I.,/player/budyak-igor/zZ2pPZkQ,True
Vasiukov V.,/player/vasiukov-volodymyr/lKJh20KC,True
Sorokin V.,/player/sorokin-vladimir/prNpZgL7,True
Plyushch P.,/player/plyushch-pavel/vaTPKh6G,True
Chernetskiy I.,/player/chernetskiy-igor/CQQRiK3m,True
Kuzmenko V.,/player/kuzmenko-vladimir/zLHkA2tG,True
Tolstykh R.,/player/tolstykh-ruslan/tI6Ngjz5,True
Yushko R.,/player/yushko-roman/MNYKLYjA,True
Khurtak E.,/player/khurtak-evgeniy/GCQUnlOR,True
Cherepanov D.,/player/cherepanov-dmytro/8lbd6CMM,True
Bonishchuk T.,/player/bonishchuk-taras/htpecttQ,True
Tarasenko A.,/player/tarasenko-alexander/M3jBvY4o,True
Sydorenko V.,/player/sydorenko-vitalii/OIL3mrMh,True
Gorchakov V.,/player/gorchakov-vadim/rmS8bWps,True
Maleev Y.,/player/maleev-yuriy/nmLmXaLG,True
Romaniuk A.,/player/romaniuk-anatolii/4OTXR27p,True
Kovalenko O.,/player/kovalenko-oleg/Ygzef4bG,True
Novikov A.,/player/novikov-andrey/MijBXIFT,True
Sarma S.,/player/sarma-sergey/6mQVjvJg,True
Kozyr I.,/player/kozyr-ivan/GKbwOj0F,True
Berezan O.,/player/berezan-oleg/OYqXiAIp,True
Buianover H.,/player/buianover-hennadii/AHpBRate,True
Luzhanskyi V.,/player/luzhanskyi-vasyl/6ZS8ntH9,True
Kuzin A.,/player/kuzin-aleksandr/EkoibMQJ,True
Khakhamidi I.,/player/khakhamidi-igor/ALxFF2HA,True
Sushko D.,/player/sushko-denis/IT6YnQUQ,True
Lubko A.,/player/lubko-artem/KnprvqAt,True
Subota V.,/player/subota-valerii/prqr9tkE,True
Hnoievoi K.,/player/hnoievoi-k/fJqHJDDm,True
Kuleshov G.,/player/kuleshov-grigoriy/UyCUPJ0T,True
Bilan Y.,/player/bilan-yulii/dM0bhM1b,True
Kolesnyk S.,/player/kolesnyk-serhii/AczxZBcF,True
Krasno O.,/player/krasno-oleh/Cz4o36l5,True
Halimbaiev R.,/player/halimbaiev-rustam/6uMaH3BE,True
Povalyaev V.,/player/povalyaev-valentin/OOKmasXT,True
Liushnia O.,/player/liushnia-oleksandr/2P8y8cKk,True
Kovalenko Vi.,/player/kovalenko-viacheslav/zyr2mdL4,True
Lifanov A.,/player/lifanov-andrii/x0O4mM13,True
Korkin S.,/player/korkin-serhii/GEmJPwB7,True
Stepanchuk Y.,/player/stepanchuk-yaroslav/2PELZf9Q,True
Rehotun D.,/player/rehotun-dmytro/htve0phi,True
Gnoevoy K.,/player/gnoevoy-kirill/r9VWSIY6,True
Polusmiak V.,/player/polusmiak-valentyn/69iZIXDg,True
Ivchenko D.,/player/ivchenko-denys/00ItyWP4,True
Halibmaiev R.,/player/halibmaiev-ruslan/jPcHVRIE,True
Chilikin A.,/player/chilikin-aleksandr/YZRNh0ls,True
Sydorenko A.,/player/sydorenko-andrii/pMwPahdA,True
Khoroshun O.,/player/khoroshun-oleksandr/46E8NLAT,True
Leonov V.,/player/leonov-viktor/boFdSbBl,True
Tymchenko V.,/player/tymchenko-volodymyr/CbSmFEqp,True
Paksiutov S.,/player/paksiutov-serhii/UuEwzTwG,True
Reva V.,/player/reva-vadym/C8gKQzJG,True
Perepelytsia S.,/player/perepelytsia-serhii/2DdPYTGe,True
Demchuk D.,/player/demchuk-dmytro/4fQXy467,True
Mykhailenko V.,/player/mykhailenko-valerii/vwInKVj8,True
Grabskiy A.,/player/grabskiy-andrey/OxMZ3ssP,True
Metla O.,/player/metla-oleksii/vP6fgrD0,True
Ovcharenko M.,/player/ovcharenko-maksim/dK5Dkii1,True
Marakhovskiy M.,/player/marakhovskiy-maksim/bN6MYA9N,True
Tarasenko V.,/player/tarasenko-valentin/4YvnSCtS,True
Shapovalov O.,/player/shapovalov-oleg/bHN8h1GE,True
Nevmyako V.,/player/nevmyako-vladimir/4Y0mVEHs,True
Kolesnichenko S.,/player/kolesnichenko-sergey/jkaeThnf,True
Strelets V.,/player/strelets-vitaliy/80Qcc4fD,True
Zazimko S.,/player/zazimko-sergey/t2YO34N6,True
Zinov N.,/player/zinov-nikita/lGgUyAjm,True
Panchenko B.,/player/panchenko-bogdan/4Ubctnl9,True
Omitsynskyi Y.,/player/omitsynskyi-yevhenii/2BZK4p80,True
Turchenko D.,/player/turchenko-dmitriy/0rXft40k,True
Korobeynik S.,/player/korobeynik-sergey/C4FZBDPM,True
Isakov V.,/player/isakov-vyacheslav/O0rOwayI,True
Krol Y.,/player/krol-yan/K2hTNkod,True
Kovalev E.,/player/kovalev-evgenii/l8adVkwG,True
Zubko V.,/player/zubko-viacheslav/xlfCHuhR,True
Abanshyn I.,/player/abanshyn-igor/IPtANunt,True
Martynenko D.,/player/martynenko-dmitry/6wPRWilC,True
Kravchenko Y.,/player/kravchenko-yuriy/j9BiMW5p,True
Tsitselskii A.,/player/tsitselskii-artyom/MZlof9o4,True
Medvedev S.,/player/medvedev-sergei/4SJE1rnh,True
Pulnyi P.,/player/pulnyi-pavel/4CWsWud0,True
Tarutin P.,/player/tarutin-pavel/xIBRbtWA,True
Tikhonov A.,/player/tikhonov-artem/G2NI021b,True
Baranovskiy S.,/player/baranovskiy-sergey/ABJ7HMFn,True
Zemiantsev S.,/player/zemiantsev-serhii/hhQq4Mk0,True
Tsybulin S.,/player/tsybulin-sergey-cibulin/lzEsdpTs,True
Riki O.,/player/riki-ota/KSLdobVj,True
Aleksandrovskiy M.,/player/aleksandrovskiy-mikhail/2PAqpLw1,True
Smirnov A.,/player/smirnov-alexey/6Jqf7C1A,True
Erdni-Goryaev M.,/player/erdni-goryaev-mazan/SGRrj3TE,True
Yurkov A.,/player/yurkov-artem/xf9C6KDD,True
Zhyrnov O.,/player/zhyrnov-oleksandr/belBjBPi,True
Teteruk M.,/player/teteruk-mykhailo/Q7uSnTOG,True
Hordiichuk O.,/player/hordiichuk-oleksandr/C64AyDP4,True
Gudimenko E.,/player/gudimenko-evgeniy/vorV5Ld6,True
Gudimenko D.,/player/gudimenko-dmytro/hY7GzOrE,True
Nadporozhskyi O.,/player/nadporozhskyi-oleksii/K4k7iiAo,True
Kurchitsky V.,/player/kurchitsky-vladislav/EZQWRnn2,True
Chepurnyi A.,/player/chepurnyi-artem/QauFogw3,True
Vlasenko V.,/player/vlasenko-valeriy/je2pToHM,True
Kozachenko A.,/player/kozachenko-anatoliy/hfsKlkf4,True
Hrymovskyi O.,/player/hrymovskyi-oleksii/GGOXBv6D,True
Sedin V.,/player/sedin-volodymyr/SbS0v6T2,True
Kovalchuk O.,/player/kovalchuk-oleksandr/x6HcrqG3,True
Kapinus R.,/player/kapinus-rodion/nHtOm99A,True
Matiushenko A.,/player/matiushenko-andrii/WSxK7fp0,True
Strilnyk Y.,/player/strilnyk-yaroslav/p4tlpGbD,True
Zholubak V.,/player/zholubak-volodymyr/GAPyVGeg,True
Balbas F.,/player/balbas-fedor/48Tt1nel,True
Nazarov A.,/player/nazarov-anatolii/UqI3qZBD,True
Goryunov E.,/player/goryunov-evgeniy/KhajTqyB,True
Evlampiev V.,/player/evlampiev-vadim/2HleS3jH,True
Solovov G.,/player/solovov-grigorii/KhLLrPzb,True
Malynka R.,/player/malynka-roman/SKuSrOsh,True
Matvieiev D.,/player/matvieiev-denys/pSMy6rLm,True
Lutskiy V.,/player/lutskiy-vladimir/CCogwLlf,True
Kanunnikov I.,/player/kanunnikov-ilya/23XW6O5s,True
Yolkin A.,/player/yolkin-anton/bVQu52zf,True
Ivashkin O.,/player/ivashkin-oleksandr/0pUILjQH,True
Fedorchenko A.,/player/fedorchenko-andrii/AktMJfyT,True
Dukhovenko O.,/player/dukhovenko-oleksandr/OGrF0SRA,True
Halynskyi M.,/player/halynskyi-mykola/r3QPD0y1,True
Havrysh D.,/player/havrysh-daniil/juryw0ic,True
Shyndel I.,/player/shyndel-igor/Uqxqk48t,True
Mishchenko O.,/player/mishchenko-oleksandr/xzPSTJsb,True
Zotov G.,/player/zotov-gleb/21v6zJYC,True
Elkhov A.,/player/elkhov-artur/S0Nw39N8,True
Babenko P.,/player/babenko-pavlo/jJpry520,True
Yurchenko G.,/player/yurchenko-gennady/C2461MAG,True
Riabukhin A.,/player/riabukhin-anton/YRk23Ush,True
Pavlyuk O.,/player/pavlyuk-oleg/QiycoyQe,True
Panasenko V.,/player/panasenko-vladimir/jVpjepqA,True
Kuzo L.,/player/kuzo-lev-kuzyo/6sRZU20s,True
Pirveli R.,/player/pirveli-rodion/2VgdXUCG,True
Baghdasaryan V.,/player/baghdasaryan-varuzhan/hWSaETXl,True
Gaibakyan R.,/player/gaibakyan-ruben/lUpp2ujT,True
Ghotanyan D.,/player/ghotanyan-davit/phxiL2ji,True
Papyan K.,/player/papyan-karen/2ZyDM6XC,True
Antonyan E.,/player/antonyan-eduard/WSzsfQih,True
Hovhannisyan M.,/player/hovanhannisyan-melkon/hGrL5lM8,True
Nikogosyan N.,/player/nikogosyan-narek/Q7NxFtn8,True
Skorobahatyi Y.,/player/skorobahatyi-yevhen/UZt3usre,True
Kurtenko A.,/player/kurtenko-andrii/CAQRcoTQ,True
Krasutskyi A.,/player/krasutskyi-adam/ryxQdoC0,True
Kolesnykov V.,/player/kolesnykov-valeriy/8fewxomf,True
Muliukin Y.,/player/muliukin-yevhen/M1DPln0E,True
Kolbasenko O.,/player/kolbasenko-oleksandr/hStgVbla,True
Parnyvoda I.,/player/parnyvoda-ilya/SrSNWRfn,True
Makhotin V.,/player/makhotin-vladyslav/6Dspodq7,True
Mrykh M.,/player/mrykh-maksym/GYwBxxNd,True
Melchenko A.,/player/melchenko-andrii/UNKJmvhq,True
Prokopenko D.,/player/prokopenko-dmitry/hbwXIlJs,True
Husak B.,/player/husak-bohdan/OviPEYUk,True
Skhabitskiy S.,/player/skhabitskiy-sergii/IFasZU8S,True
Skrypal I.,/player/skrypal-ihor/tErWFJlC,True
Kovpak E.,/player/kovpak-egor/ERtvEcJO,True
Rumezhak K.,/player/rumezhak-kyrylo/KOo9UlHq,True
Varlamov O.,/player/varlamov-oleh/IJk8x5Xb,True
Aliiev A.,/player/aliiev-anar-aliyev/2VkTDhpd,True
Bereza V.,/player/bereza-viktor/rRONnb7k,True
Mishchenko S.,/player/mishchenko-serhii/rD16BITA,True
Hasan Y.,/player/hasan-yevhen/IPn6jcpL,True
Havryliuk B.,/player/havryliuk-bohdan/EJpEG2yd,True
Pomin R.,/player/pomin-roman/fD85Qxt1,True
Obischenko A.,/player/obischenko-andrey/0pCFf1uo,True
Yablonsky A.,/player/yablonsky-alexander/dQQdyQSq,True
Koshkodan I.,/player/koshkodan-igor/Ue6mysRQ,True
Buberenko B.,/player/buberenko-bohdan/Ucah7h7G,True
Khakhamidi P.,/player/khakhamidi-pavel/juxJFDAi,True
Bondarenko I.,/player/bondarenko-iurii/nywDpyUr,True
Lazuryk D.,/player/lazuryk-dmytro/CKijF7wo,True
Tkachenko Y.,/player/tkachenko-yaroslav/YF59NPvp,True
Riepkin O.,/player/riepkin-oleh/bmlc01Zh,True
Dulientsov D.,/player/dulientsov-denys/h8KmCQBm,True
Chernobab V.,/player/chernobab-viktor/W6JsS5WS,True
Moroz K.,/player/moroz-kostiantyn/n1Mrlccr,True
Levshyn A.,/player/levshyn-anatolii/SY08Sbw2,True
Kaminskiy S.,/player/kaminskiy-sergey/t4J8LWBC,True
Trunov M.,/player/trunov-mihail/n9tBnZNd,True
Shmyndra Y.,/player/shmyndra-yurii/UsJuKkbn,True
Naplokov O.,/player/naplokov-oleksii/EVd4TvOe,True
Zholubak R.,/player/zholubak-roman/KlyLrFbe,True
Nemtsov S.,/player/nemtsov-serhii/nZc6E3kj,True
Klim V.,/player/klim-vladislav/OdzE5rS1,True
Boiko L.,/player/boiko-leonid/tIbdV0gq,True
Korniienko M.,/player/korniienko-mykola/ny3yvYun,True
Lukatsky A.,/player/lukatsky-andrey/U9qnzPH6,True
Panyushkin A.,/player/panyushkin-andrey/UPslmceq,True
Skyba A.,/player/skyba-aleksander/WbDu7HZe,True
Zholubak M.,/player/zholubak-mykhailo/KvKGT6aJ,True
Naplekov A.,/player/naplekov-alexey/pbc0sm8n,True
Kopot Y.,/player/kopot-yevhen/tKwGkVvb,True
Naumovich V.,/player/naumovich-vladimir/ILCdr8Wr,True
Parhomenko V.,/player/parhomenko-vadim/jLoZdd8M,True
Magakyan A.,/player/magakyan-armen/Eccot5Bs,True
Shakhov N.,/player/shakhov-nikita/StqNL1Nb,True
Obidnyi O.,/player/obidnyi-oleg/Y3VhGLC9,True
Lysak A.,/player/lysak-alexander/KjE0QZAc,True
Shchytka O.,/player/shchytka-oleksandr/U9LKVuDo,True
Shepel V.,/player/shepel-vasyl/2JwknBgd,True
Yarovoy V.,/player/yarovoy-viacheslav/dEnO9fvb,True
Omelchuk B.,/player/omelchuk-bohdan/KW7uMiPe,True
Harenko S.,/player/harenko-stanislav/ARi3GQHA,True
Nesterenko A.,/player/nesterenko-artem/hQJBdITp,True
Grushko V.,/player/grushko-vadim/xj1JTjF9,True
Derevynskyi A.,/player/derevynskyi-artem/MuxmeKpp,True
Gladkih I.,/player/gladkih-ivan/hCxYvGDI,True
Gerasimov O.,/player/gerasimov-oleksandr/GzLNmI37,True
Gabrelian D.,/player/gabrelian-daniil/GhIek4it,True
Golomozyk K.,/player/golomozyk-kyrylo/xbHuxk23,True
Sazonov Y.,/player/sazonov-yevhenii/bN6qLBv2,True
Holoborodko Y.,/player/holoborodko-yevhenii/fVcfL16o,True
Odarenko M.,/player/odarenko-mykola/d4TQMN0E,True
Smashnyi V.,/player/smashnyi-vadym/jNKmVV1q,True
Truten Y.,/player/truten-yevhenii/EXDgEKqh,True
Baziyan L.,/player/baziyan-leonid/pSMalO6n,True
Lenko D.,/player/lenko-daniilo/C2lCflxK,True
Uchen N.,/player/uchen-mykola/xxGCE5Pm,True
Sokur M.,/player/sokur-mihail/tC7PkInJ,True
Karpenko A.,/player/karpenko-andrey/6alZFqtc,True
Stets P.,/player/stets-pavlo/fRJRnxJD,True
Rubtsov I.,/player/rubtsov-igor/4trxpaQa,True
Gulevsky N.,/player/gulevsky-nikolay/Ec1nROMF,True
Panichev E.,/player/panichev-eduard/69kAvCer,True
Troianov M.,/player/troianov-mykyta/EHcrqhmR,True
Odnoshevnyi S.,/player/odnoshevnyi-serhii/p0lEwWAl,True
Rubkov S.,/player/rubkov-segey/0KzfjxmA,True
Bilous A.,/player/bilous-andrii/fBoXSqfB,True
Siroklin O.,/player/siroklin-oleksandr/E7bzilKN,True
Koshmai M.,/player/koshmai-mikhailo/QiFZnMjj,True
Rubtsov E.,/player/rubtsov-eduard/MH1oMUUR,True
Kovalenko S.,/player/kovalenko-sergey/MiYjspoq,True
Gergeliuk S.,/player/gergeliuk-serhii/xEHbHRql,True
Kazmirchuk V.,/player/kazmirchuk-vadim/WQkntoyj,True
Tsyhanenko V.,/player/tsyhanenko-volodymyr/vcx3bOM3,True
Dibrova S.,/player/dibrova-serhii/hUaL0eja,True
Isaev A.,/player/isaev-andrey/hpSndQT3,True
Vacak V.,/player/vacak-viacheslav/hSMnalJ1,True
Matviienko S.,/player/matviienko-serhii/hrDkH1Dk,True
Hritchenko A.,/player/hritchenko-anatolii/4OZkI20f,True
Malashevsky V.,/player/malashevsky-vladimir/W2mM2RgU,True
Pinchuk O.,/player/pinchuk-oleksandr/CxVGj0uc,True
Bondar V.,/player/bondar-valentin/SWRbf7QJ,True
Miniailo Y.,/player/miniailo-yehor/b7pmxuXn,True
Panchenko S.,/player/panchenko-serhii/zHaWiU4H,True
Protopopov V.,/player/protopopov-vitaly/4KaW6w6Q,True
Yaskov D.,/player/yaskov-dmytro/OxxIG3yT,True
Furman O.,/player/furman-oleh/jHy19aNa,True
Krivenko V.,/player/krivenko-vitalii/Q5CgYs3f,True
Riabov V.,/player/riabov-volodymyr/G4Sq1bLT,True
Tarasov Y.,/player/tarasov-yuriy/A355LOS7,True
Guchok A.,/player/guchok-andrey/hClI37vO,True
Movin A.,/player/movin-andrey/C436dtVQ,True
Kozenkov T.,/player/kozenkov-tymur/ET16X2Eh,True
Kostiuk O.,/player/kostiuk-oleksandr/KtHLjibn,True
Hilitukha S.,/player/hilitukha-serhii/E3GPkBDh,True
Tsykhotskiy A.,/player/tsykhotskiy-andrey/hAmn8PcD,True
Kuharchuk A.,/player/kuharchuk-aleksandr/8IVYVSkK,True
Udovichenko S.,/player/udovichenko-sergey/rsouFeKp,True
Solovyov I.,/player/solovyov-ihor/UNQu9E1j,True
Seluchenko O.,/player/seluchenko-oleksandr/b7IywVnc,True
Novak R.,/player/ruslan-novak/S0103x1O,True
Semeniuk I.,/player/semeniuk-illya/AV9Ymkr5,True
Mykytiuk M.,/player/mykytiuk-maksym/GMHAn7YD,True
Yamchuk V.,/player/yamchuk-vladislav/vuiUPWVt,True
Medvedev A.,/player/medvedev-alexander/EJlr95r7,True
Kodola V.,/player/kodola-viktor/IVkYOjom,True
Oliynyk R.,/player/oliynyk-roman/8CrmHMvS,True
Tovkach M.,/player/tovkach-mykola/0GCJb0eG,True
Kalynevych O.,/player/kalynevych-oleksandr/MiYjPxGT,True
Matsehora I.,/player/matsehora-ihor/Ak2jfOcf,True
Savchenko A.,/player/savchenko-andriy/l8efsozU,True
Bosak V.,/player/bosak-viktor/YgCSe932,True
Tsikhotskiy M.,/player/tsikhotskiy-maxim/Eazn82Pj,True
Kaptanovskyi A.,/player/kaptanovskyi-andrii/vXz41lLo,True
Shipilov A.,/player/shipilov-anton/QNXSfrya,True
Lugovskyi S.,/player/lugovskyi-sergii/YJV8Yzcs,True
Vatsyn I.,/player/vatsyn-igor/S6KTlVSb,True
Isaiev A.,/player/isaiev-andrii/IJJ1reaj,True
Sereda V.,/player/sereda-viacheslav/riIfI7Us,True
Caryov U.,/player/caryov-uriy/8KhNyWl4,True
Pyasta P.,/player/pyasta-pavlo/zDejyCba,True
Abroskin Y.,/player/abroskin-yuriy/Y39LCqf0,True
Moshynskyy O.,/player/moshynskyy-oleg/QmDE2D8I,True
Synytsia A.,/player/synytsia-andrii/d26C2HLn,True
Savoliuk V.,/player/savoliuk-vladimir/0Sjgbkc8,True
Levytskyi M.,/player/levytskyi-maksym/44g9CY5J,True
Krysak A.,/player/krysak-andrey/2sKRKamT,True
Yasashnyi D.,/player/yasashnyi-denys/WxKSNAPu,True
Mytsygora I.,/player/mytsygora-igor/Qo6OY1DQ,True
Batenko V.,/player/batenko-vladyslav/GIPdgTTr,True
Karebin G.,/player/karebin-gennadiy/I7JsgE76,True
Kunda I.,/player/kunda-igor/ATzNy9Gs,True
Shvidkiy V.,/player/shvidkiy-vadim/bweJjDCU,True
Kolos Y.,/player/kolos-yurii/UTqc8CFK,True
Gaevy N.,/player/gaevy-nazar/CbSzlOF0,True
Oprysk M.,/player/oprysk-mykhailo/EFzmZ3Zr,True
Pidleteichuk P.,/player/pidleteichuk-petro/6gkvAoT0,True
Aksenin V.,/player/aksenin-vasyl/8Kr17WUQ,True
Sidorenko V.,/player/sidorenko-vadim/vHKwffh0,True
Gaysin I.,/player/gaysin-ivan/pn3d4NN5,True
Maselskyi O.,/player/maselskyi-oleksandr/EsLyqKbd,True
Blashkun A.,/player/blashkun-aleksandr/C0Jxpgxi,True
Balan V.,/player/balan-vladislav/SGkWM6EC,True
Kasianyk N.,/player/kasianyk-nazar/QgQM4ikD,True
Oleh K.,/player/oleh-kasian/vwdmryHC,True
Shtukovany R.,/player/shtukovany-roman/SMxmbsjH,True
Sydoruk A.,/player/sydoruk-andrii/EFpgei3e,True
Atamanchuk D.,/player/atamanchuk-daniil/006W0W2h,True
Mateush V.,/player/mateush-vitalii/CxohkJdp,True
Zarovnyi P.,/player/zarovnyi-petro/ziMXq0qj,True
Martyniuk A.,/player/martyniuk-andrii/buzAEzvT,True
Antonyan A.,/player/antonyan-armen/hWldyRd3,True
Sachuk S.,/player/sachuk-sviatoslav/vyia3rt4,True
Lukianchuk S.,/player/lukianchuk-serhii/Eujhx7sc,True
Tanchuk A.,/player/tanchuk-anatolii/CzGODvFB,True
Hudushyn I.,/player/hudushyn-ihor/8tCchPjl,True
Pakhnyuk V.,/player/pakhnyuk-victor/WA13lCwn,True
Populovskyi E.,/player/populovskyi-evgeniy/rcD09Oe6,True
Makovka Y.,/player/makovka-yaroslav/2kjbJpIo,True
Goncharuk O.,/player/goncharuk-oleksandr/nHKhYT9N,True
Nesterchuk D.,/player/nesterchuk-denys/OSI1MHO7,True
Pereguda O.,/player/pereguda-oleh/4856j3L0,True
Polishchuk V.,/player/polishchuk-viacheslav/dU6pMGxG,True
Yakubov M.,/player/yakubov-marat/48BNXHY9,True
Bobkov V.,/player/bobkov-volodomyr/feFW3eH9,True
Ponomarchuk I.,/player/ponomarchuk-ivan/0IX2nbUk,True
Minenko A.,/player/minenko-anatolii/YJe9caJB,True
Minenko Y.,/player/minenko-yaroslav/8jFuB3Dg,True
Vakhrushev V.,/player/vakhrushev-viktor/Kl1qxCAb,True
Panchenko V.,/player/panchenko-vladyslav/88rLZ2HH,True
Kuzmenko A.,/player/kuzmenko-alexander/dGgHzjnq,True
Yakimenko S.,/player/yakimenko-stefan/QqgGzq2B,True
Kolodii D.,/player/kolodii-denys/CtkCyPn5,True
Kostuk B.,/player/kostuk-borys/67Ge6x2L,True
Rubanka I.,/player/rubanka-ihor/2eDzNX9k,True
Sklyarenko A.,/player/sklyarenko-andriy/fV95xgAb,True
Zagriychuk P.,/player/zagriychuk-petro/tCw2aLla,True
Lohosha D.,/player/lohosha-dmytro/I1p8XqJ6,True
Gerashenko V.,/player/gerashenko-vadim/SIYao1t8,True
Bivinis I.,/player/bivinis-igor/MDLJlbl1,True
Chyzh P.,/player/chyzh-pavlo/CfUdFuSF,True
Stepankov S.,/player/stepankov-sergii/KlJETy7J,True
Bilobrov V.,/player/bilobrov-volodymyr/CWF8g0mf,True
Petrushenko Y.,/player/petrushenko-yurii/z1RyAfnp,True
Shapoval A.,/player/shapoval-aleksandr/0UFa5dHR,True
Troyanov A.,/player/troyanov-andrei/2sn574ck,True
Khairov D.,/player/khairov-dmytro/EwmcDQSD,True
Yatsenko S.,/player/yatsenko-serhii/bkBmcExG,True
Yurenev O.,/player/yurenev-oleh/Q3RTxpi1,True
Semenets S.,/player/semenets-serhii/xMoFJ1km,True
Baniavychus E.,/player/baniavychus-ernest/xADgDSLB,True
Pechenyuk V.,/player/pechenyuk-valeriy/zFYGun7r,True
Kononikhin V.,/player/kononikhin-volodymyr/QH62iq6f,True
Tsoi K.,/player/tsoi-kostiantyn/CY8ElsjD,True
Podolian A.,/player/podolian-andrii/pnkNHuKa,True
Ponomarenko O.,/player/ponomarenko-oleh/SAvSGaZ5,True
Drach D.,/player/drach-dmytro/bV4AkNz7,True
