lPlayer,rPlayer,lScore,rScore,lGames,rGames,datetime,id
Bankosz M.,Konecny T.,1,3,"['9', '7', '14', '5']","['11', '11', '12', '11']",08.01. 00:20,rF2MeM06
Reitspies D.,Wiecek A.,3,0,"['11', '11', '11']","['3', '3', '5']",08.01. 00:50,Cl7QftGC
Husnik P.,Soderlund H.,3,2,"['5', '7', '14', '12', '11']","['11', '11', '12', '10', '5']",08.01. 01:15,ju6Ug0VI
Bankosz M.,Koldas T.,3,1,"['7', '11', '11', '12']","['11', '7', '6', '10']",08.01. 01:50,hppDIq8J
Konecny T.,Wiecek A.,3,1,"['9', '11', '11', '11']","['11', '7', '9', '8']",08.01. 02:30,6mlHH3NP
Grela P.,Reitspies D.,0,3,"['7', '7', '2']","['11', '11', '11']",08.01. 03:05,OSzqDNVt
Rodin A.,Akimov Y.,1,3,"['11', '7', '6', '2']","['9', '11', '11', '11']",06.01. 08:45,EqbuK527
Akimov Y.,Goloveshkin A.,1,3,"['9', '11', '7', '6']","['11', '5', '11', '11']",06.01. 07:45,pAgyLom1
Kolesnik P.,Akimov Y.,0,3,"['7', '10', '8']","['11', '12', '11']",06.01. 06:50,6JfXLRXf
Akimov Y.,Saenko O.,2,3,"['11', '11', '14', '11', '9']","['9', '13', '16', '8', '11']",06.01. 05:45,Of5SM7Il
Buluy S.,Akimov Y.,3,0,"['11', '11', '14']","['3', '3', '12']",06.01. 05:00,CK1ONm3r
Cherednichenko P.,Buluy S.,2,3,"['8', '14', '8', '11', '7']","['11', '12', '11', '7', '11']",06.01. 04:20,6sDaLFbs
Akimov Y.,Yunusov E.,0,3,"['2', '8', '10']","['11', '11', '12']",06.01. 03:50,fuFdSTfR
Cherednichenko P.,Akimov Y.,1,3,"['11', '7', '5', '5']","['7', '11', '11', '11']",06.01. 02:45,GlGhT9uL
Chukanov M.,Gusev V.,3,1,"['11', '10', '11', '11']","['6', '12', '6', '8']",05.01. 22:30,OrmyV4k4
Gutnichenko A.,Andreev O.,0,3,"['4', '2', '8']","['11', '11', '11']",05.01. 22:30,Umv2cD0L
Kuleshov N.,Shekhovtsov A.,3,0,"['11', '11', '11']","['6', '3', '5']",05.01. 22:30,b5yuUpy0
Popov A.,Nikolenko M.,2,3,"['11', '4', '11', '5', '6']","['7', '11', '5', '11', '11']",05.01. 22:30,jatbz0Rq
Treshchyov E.,Dotsenko V.,3,2,"['4', '6', '11', '11', '11']","['11', '11', '5', '8', '7']",05.01. 22:30,ryOLb2ub
Novikov Y.,Kalenik S.,3,0,"['11', '11', '11']","['9', '9', '4']",06.01. 15:00,zo9HiKcQ
Vavrenyuk S.,Khorolsky V.,2,3,"['9', '8', '13', '11', '6']","['11', '11', '11', '5', '11']",06.01. 15:30,xfeqmv6s
Novikov Y.,Khorolsky V.,0,3,"['12', '7', '8']","['14', '11', '11']",06.01. 16:00,AeiS65LK
Vavrenyuk S.,Kalenik S.,3,2,"['11', '11', '8', '3', '11']","['9', '6', '11', '11', '5']",06.01. 16:30,lnjW5PzR
Novikov Y.,Vavrenyuk S.,3,1,"['11', '12', '5', '11']","['7', '10', '11', '9']",06.01. 17:00,6Rxb1qqr
Khorolsky V.,Kalenik S.,3,2,"['11', '7', '12', '5', '11']","['5', '11', '10', '11', '9']",06.01. 17:30,KUt203bl
Kalenik S.,Novikov Y.,0,3,"['4', '8', '4']","['11', '11', '11']",06.01. 18:00,2gW6aNDf
Khorolsky V.,Vavrenyuk S.,-,-,[],[],06.01. 18:30FRO,tpVAbsT0
Khorolsky V.,Novikov Y.,-,-,[],[],06.01. 19:00FRO,lAUEc1r7
Kalenik S.,Vavrenyuk S.,-,-,[],[],06.01. 19:30FRO,S0TIdLcD
Nikolenko M.,Kats L.,0,3,"['8', '6', '3']","['11', '11', '11']",06.01. 20:00,fVklnbLm
Plyushch P.,Ivchenko K.,0,3,"['5', '3', '6']","['11', '11', '11']",06.01. 20:00,z7CFSLss
Vavrenyuk S.,Novikov Y.,-,-,[],[],06.01. 20:00FRO,U571L4zE
Burylov V.,Kirsanov K.,3,0,"['12', '11', '11']","['10', '3', '7']",06.01. 20:30,YLlhoIzf
Kalenik S.,Khorolsky V.,-,-,[],[],06.01. 20:30FRO,r9B5KOkK
Korobeynik S.,Bortsov D.,3,1,"['12', '8', '11', '11']","['10', '11', '2', '9']",06.01. 20:30,lAGJRucm
Rafikov R.,Shalgorodskiy N.,2,3,"['3', '13', '11', '7', '7']","['11', '11', '8', '11', '11']",06.01. 20:30,GANmJai1
Sharpay V.,Strelets V.,3,2,"['11', '6', '11', '12', '11']","['3', '11', '9', '14', '2']",06.01. 20:30,rHFZt3q8
Kovalenko S.,Nesterenko I.,3,2,"['10', '11', '8', '11', '11']","['12', '9', '11', '6', '6']",06.01. 20:45,4M4lB5fG
Dotsenko V.,Gotsulyak E.,-,-,[],[],06.01. 21:00,M7EwtNbE
Nikolenko M.,Kirsanov K.,-,-,[],[],06.01. 21:00,xWA9Jr5Q
Pilguy A.,Dyakov V.,-,-,[],[],06.01. 21:00,UDRiIJ67
Plyushch P.,Bortsov D.,-,-,[],[],06.01. 21:00,rXFNQaCg
Nechitaylo E.,Nesterenko I.,-,-,[],[],06.01. 21:15,rD3hAP9M
Burylov V.,Kats L.,-,-,[],[],06.01. 21:30,vucyF2Ds
Gimadeev R.,Saenko O.,-,-,[],[],06.01. 21:30,Yu30dc1o
Korobeynik S.,Ivchenko K.,-,-,[],[],06.01. 21:30,Srldpxj0
Rafikov R.,Dyakov V.,-,-,[],[],06.01. 21:30,M59Vby5g
Sharpay V.,Gotsulyak E.,-,-,[],[],06.01. 21:30,WvaFbSAA
Kovalenko S.,Zezyulin A.,-,-,[],[],06.01. 21:45,Qygc9qPS
Dotsenko V.,Strelets V.,-,-,[],[],06.01. 22:00,pr3JcnQG
Goloveshkin A.,Akimov Y.,-,-,[],[],06.01. 22:00,pG64eHGi
Nikolenko M.,Burylov V.,-,-,[],[],06.01. 22:00,dGitEMSm
Pilguy A.,Shalgorodskiy N.,-,-,[],[],06.01. 22:00,0d8ZceKa
Plyushch P.,Korobeynik S.,-,-,[],[],06.01. 22:00,MNERPJRa
Nechitaylo E.,Zezyulin A.,-,-,[],[],06.01. 22:15,0UqP43Xq
Bortsov D.,Ivchenko K.,-,-,[],[],06.01. 22:30,lpoOOws6
Gimadeev R.,Akimov Y.,-,-,[],[],06.01. 22:30,Svd9fyWc
Kirsanov K.,Kats L.,-,-,[],[],06.01. 22:30,z7jpDtrf
Rafikov R.,Pilguy A.,-,-,[],[],06.01. 22:30,IX2vcFZ5
Sharpay V.,Dotsenko V.,-,-,[],[],06.01. 22:30,v52Nd6uN
Kovalenko S.,Nechitaylo E.,-,-,[],[],06.01. 22:45,fiqT3Nnj
Dyakov V.,Shalgorodskiy N.,-,-,[],[],06.01. 23:00,dO1rdZlC
Goloveshkin A.,Saenko O.,-,-,[],[],06.01. 23:00,6VfDgeo4
Gotsulyak E.,Strelets V.,-,-,[],[],06.01. 23:00,Ie1ReQfT
Ivchenko K.,Plyushch P.,-,-,[],[],06.01. 23:00,SzpSNcdC
Kats L.,Nikolenko M.,-,-,[],[],06.01. 23:00,UTklC0c0
Zezyulin A.,Nesterenko I.,-,-,[],[],06.01. 23:15,YsrX2s2d
Bortsov D.,Korobeynik S.,-,-,[],[],06.01. 23:30,McqWMHBI
Gimadeev R.,Goloveshkin A.,-,-,[],[],06.01. 23:30,z5aHhF0A
Kirsanov K.,Burylov V.,-,-,[],[],06.01. 23:30,t4ghBKC6
Shalgorodskiy N.,Rafikov R.,-,-,[],[],06.01. 23:30,jo1neg4I
Strelets V.,Sharpay V.,-,-,[],[],06.01. 23:30,8zLoip3p
Nesterenko I.,Kovalenko S.,-,-,[],[],06.01. 23:45,AaRFRQvc
Akimov Y.,Saenko O.,-,-,[],[],07.01. 00:00,EebLiZFG
Bortsov D.,Plyushch P.,-,-,[],[],07.01. 00:00,z1mzMyRO
Dyakov V.,Pilguy A.,-,-,[],[],07.01. 00:00,0fTFwRYp
Gotsulyak E.,Dotsenko V.,-,-,[],[],07.01. 00:00,nRJkj4Ij
Kirsanov K.,Nikolenko M.,-,-,[],[],07.01. 00:00,OSrcAvSC
Zezyulin A.,Nechitaylo E.,-,-,[],[],07.01. 00:15,ljQJQpf3
Dyakov V.,Rafikov R.,-,-,[],[],07.01. 00:30,2a7b2ABo
Gotsulyak E.,Sharpay V.,-,-,[],[],07.01. 00:30,0U7XEmei
Ivchenko K.,Korobeynik S.,-,-,[],[],07.01. 00:30,x6RIpL3P
Kats L.,Burylov V.,-,-,[],[],07.01. 00:30,2Js19bsJ
Saenko O.,Gimadeev R.,-,-,[],[],07.01. 00:30,dKmQjgVM
Zezyulin A.,Kovalenko S.,-,-,[],[],07.01. 00:45,rDPNP499
Akimov Y.,Goloveshkin A.,-,-,[],[],07.01. 01:00,ANiUkDpT
Burylov V.,Nikolenko M.,-,-,[],[],07.01. 01:00,jZzqYsKJ
Korobeynik S.,Plyushch P.,-,-,[],[],07.01. 01:00,vFDptuCt
Shalgorodskiy N.,Pilguy A.,-,-,[],[],07.01. 01:00,tj621UQi
Strelets V.,Dotsenko V.,-,-,[],[],07.01. 01:00,EXByE7Ac
Nesterenko I.,Nechitaylo E.,-,-,[],[],07.01. 01:15,dGTROOOF
Akimov Y.,Gimadeev R.,-,-,[],[],07.01. 01:30,S2vdoXhp
Dotsenko V.,Sharpay V.,-,-,[],[],07.01. 01:30,dd1tDRP3
Ivchenko K.,Bortsov D.,-,-,[],[],07.01. 01:30,8lIluaRn
Kats L.,Kirsanov K.,-,-,[],[],07.01. 01:30,UPZnX1ZP
Pilguy A.,Rafikov R.,-,-,[],[],07.01. 01:30,APA60ltb
Nechitaylo E.,Kovalenko S.,-,-,[],[],07.01. 01:45,vuJWNrvM
Saenko O.,Goloveshkin A.,-,-,[],[],07.01. 02:00,6gw0pi8j
Shalgorodskiy N.,Dyakov V.,-,-,[],[],07.01. 02:00,lG9Aa8e4
Strelets V.,Gotsulyak E.,-,-,[],[],07.01. 02:00,zm0pCouA
Nesterenko I.,Zezyulin A.,-,-,[],[],07.01. 02:15,IVHzN2gS
Goloveshkin A.,Gimadeev R.,-,-,[],[],07.01. 02:30,6oqy9zoi
Kovalenko Vl.,Polusmiak V.,-,-,[],[],07.01. 02:30,tnh0qd56
Pisklov S.,Gaynyuk V.,-,-,[],[],07.01. 02:30,OAs5rGKC
Kidalov V.,Starski A.,-,-,[],[],07.01. 02:45,2JVzusEK
Plakhteyev N.,Marchenko D.,-,-,[],[],07.01. 02:45,tAUvv1TQ
Bondarenko I.,Chukanov M.,-,-,[],[],07.01. 03:00,U7Uj6JCJ
Gusev V.,Krol Y.,-,-,[],[],07.01. 03:00,21t9szzJ
Kievskiy Y.,Gedz V.,-,-,[],[],07.01. 03:00,fHAFXb6f
Saenko O.,Akimov Y.,-,-,[],[],07.01. 03:00,pxru8f0c
Gutnichenko A.,Marchenko D.,-,-,[],[],07.01. 03:15,lE42IM1q
Kuznetsov I.,Khoroshko A.,-,-,[],[],07.01. 03:15,bkH6ZKyr
Krol Y.,Bondarenko I.,-,-,[],[],07.01. 03:30,U36cwwda
Polusmiak V.,Chukanov M.,-,-,[],[],07.01. 03:30,nuHhvJtg
Reva A.,Kushko D.,-,-,[],[],07.01. 03:30,Y79JWIL0
Gutnichenko A.,Kuznetsov I.,-,-,[],[],07.01. 03:45,AThBG0We
Kovrikov A.,Elkhov A.,-,-,[],[],07.01. 03:45,rwiAgtTD
Starski A.,Khoroshko A.,-,-,[],[],07.01. 03:45,S436HtHk
Gaynyuk V.,Gusev V.,-,-,[],[],07.01. 04:00,tvA1xcB5
Kievskiy Y.,Kushko D.,-,-,[],[],07.01. 04:00,KjtGjYDP
Kovalenko Vl.,Pisklov S.,-,-,[],[],07.01. 04:00,z195yHQB
Kidalov V.,Plakhteyev N.,-,-,[],[],07.01. 04:15,xzocv4O2
Marchenko D.,Burdakov A.,-,-,[],[],07.01. 04:15,OWdFFKo2
Tsubera R.,Varchenko M.,-,-,[],[],07.01. 04:15,tO9Dh0rK
Gusev V.,Kovalenko Vl.,-,-,[],[],07.01. 04:30,U1RwJ8Ap
Pisklov S.,Polusmiak V.,-,-,[],[],07.01. 04:30,Ei89zytI
Reva A.,Gedz V.,-,-,[],[],07.01. 04:30,MaSsnhMt
Burdakov A.,Kidalov V.,-,-,[],[],07.01. 04:45,Y1v6xrgF
Kovrikov A.,Varchenko M.,-,-,[],[],07.01. 04:45,vasq7EF3
Plakhteyev N.,Starski A.,-,-,[],[],07.01. 04:45,GQq1wOw9
Bondarenko I.,Gaynyuk V.,-,-,[],[],07.01. 05:00,8hQsISPj
Chukanov M.,Krol Y.,-,-,[],[],07.01. 05:00,MeEPtC2i
Kievskiy Y.,Reva A.,-,-,[],[],07.01. 05:00,4OHnoCym
Khoroshko A.,Gutnichenko A.,-,-,[],[],07.01. 05:15,6FxEzMNR
Kuznetsov I.,Marchenko D.,-,-,[],[],07.01. 05:15,ChwAy28L
Tsubera R.,Elkhov A.,-,-,[],[],07.01. 05:15,h2om6YU9
Gaynyuk V.,Chukanov M.,-,-,[],[],07.01. 05:30,IN7YvjX3
Kushko D.,Gedz V.,-,-,[],[],07.01. 05:30,GbLjpWjg
Polusmiak V.,Krol Y.,-,-,[],[],07.01. 05:30,zaITuWHc
Kovrikov A.,Tsubera R.,-,-,[],[],07.01. 05:45,zRzh5hpG
Marchenko D.,Khoroshko A.,-,-,[],[],07.01. 05:45,AsYqVaok
Starski A.,Gutnichenko A.,-,-,[],[],07.01. 05:45,SIruWuWr
Gedz V.,Kievskiy Y.,-,-,[],[],07.01. 06:00,ALKfqj6a
Kovalenko Vl.,Bondarenko I.,-,-,[],[],07.01. 06:00,dE6xvAnA
Pisklov S.,Gusev V.,-,-,[],[],07.01. 06:00,4v6twU1G
Kidalov V.,Kuznetsov I.,-,-,[],[],07.01. 06:15,lYWmUJ0e
Plakhteyev N.,Burdakov A.,-,-,[],[],07.01. 06:15,I7yhTwG1
Varchenko M.,Elkhov A.,-,-,[],[],07.01. 06:15,CjbLmQEr
Bondarenko I.,Pisklov S.,-,-,[],[],07.01. 06:30,Qgfky8WS
Gusev V.,Polusmiak V.,-,-,[],[],07.01. 06:30,rV4pxlHM
Kushko D.,Reva A.,-,-,[],[],07.01. 06:30,lCJbrAL5
Burdakov A.,Starski A.,-,-,[],[],07.01. 06:45,dbzdScV7
Elkhov A.,Kovrikov A.,-,-,[],[],07.01. 06:45,tQ2PnpUl
Kuznetsov I.,Plakhteyev N.,-,-,[],[],07.01. 06:45,b3Evis88
Chukanov M.,Kovalenko Vl.,-,-,[],[],07.01. 07:00,2FoHWRvp
Krol Y.,Gaynyuk V.,-,-,[],[],07.01. 07:00,dxoLVofj
Kushko D.,Kievskiy Y.,-,-,[],[],07.01. 07:00,6mE3sUzC
Burdakov A.,Gutnichenko A.,-,-,[],[],07.01. 07:15,ChLAYvil
Khoroshko A.,Kidalov V.,-,-,[],[],07.01. 07:15,C6Irj1NE
Varchenko M.,Tsubera R.,-,-,[],[],07.01. 07:15,KG1To4qe
Gedz V.,Reva A.,-,-,[],[],07.01. 07:30,pvD7tljI
Kovalenko Vl.,Krol Y.,-,-,[],[],07.01. 07:30,CpT7gknc
Polusmiak V.,Gaynyuk V.,-,-,[],[],07.01. 07:30,zTqPU59d
Kidalov V.,Gutnichenko A.,-,-,[],[],07.01. 07:45,rguGXh7m
Starski A.,Marchenko D.,-,-,[],[],07.01. 07:45,42tCYYis
Varchenko M.,Kovrikov A.,-,-,[],[],07.01. 07:45,2uiYpOb1
Gusev V.,Bondarenko I.,-,-,[],[],07.01. 08:00,pbRFiTG9
Pisklov S.,Chukanov M.,-,-,[],[],07.01. 08:00,jySBh913
Reva A.,Kievskiy Y.,-,-,[],[],07.01. 08:00,v1CBu85O
Burdakov A.,Kuznetsov I.,-,-,[],[],07.01. 08:15,2eeHVWy0
Elkhov A.,Tsubera R.,-,-,[],[],07.01. 08:15,0Q9yprE7
Plakhteyev N.,Khoroshko A.,-,-,[],[],07.01. 08:15,O4dDWCMg
Bondarenko I.,Polusmiak V.,-,-,[],[],07.01. 08:30,rqpJjmWF
Chukanov M.,Gusev V.,-,-,[],[],07.01. 08:30,Q7ZNk7oM
Gedz V.,Kushko D.,-,-,[],[],07.01. 08:30,h4GFvSKU
Khoroshko A.,Burdakov A.,-,-,[],[],07.01. 08:45,ALbPTA6C
Kuznetsov I.,Starski A.,-,-,[],[],07.01. 08:45,dIfLUji6
Tsubera R.,Kovrikov A.,-,-,[],[],07.01. 08:45,ETcJ8Rj8
Gaynyuk V.,Kovalenko Vl.,-,-,[],[],07.01. 09:00,djQgpo9q
Krol Y.,Pisklov S.,-,-,[],[],07.01. 09:00,4bYRlR0S
Elkhov A.,Varchenko M.,-,-,[],[],07.01. 09:15,hKdN7o6E
Gutnichenko A.,Plakhteyev N.,-,-,[],[],07.01. 09:15,hplUSULI
Marchenko D.,Kidalov V.,-,-,[],[],07.01. 09:15,WzmYRlyP
Kalenik S.,Novikov Y.,-,-,[],[],07.01. 09:45,2sENVxy7
Presnyakov M.,Isakov V.,-,-,[],[],07.01. 10:00,8bTf5wSP
Vavrenyuk S.,Khorolsky V.,-,-,[],[],07.01. 10:20,tYCRUdjD
Kutniy I.,Panasenko V.,-,-,[],[],07.01. 10:35,Eu6N0czs
Kalenik S.,Khorolsky V.,-,-,[],[],07.01. 10:55,KfUJqKHu
Presnyakov M.,Panasenko V.,-,-,[],[],07.01. 11:10,zsPcq5Ok
Vavrenyuk S.,Novikov Y.,-,-,[],[],07.01. 11:30,boTNrvXo
Kutniy I.,Isakov V.,-,-,[],[],07.01. 11:45,I5E2rPwd
Kalenik S.,Vavrenyuk S.,-,-,[],[],07.01. 12:05,hMsRsbnh
Presnyakov M.,Kutniy I.,-,-,[],[],07.01. 12:20,W8I6sqg2
Khorolsky V.,Novikov Y.,-,-,[],[],07.01. 12:40,WCtVtI1b
Panasenko V.,Isakov V.,-,-,[],[],07.01. 12:55,pC6l6SV2
Novikov Y.,Kalenik S.,-,-,[],[],07.01. 13:15,EyWZuxH4
Isakov V.,Presnyakov M.,-,-,[],[],07.01. 13:30,O25h5no9
Khorolsky V.,Vavrenyuk S.,-,-,[],[],07.01. 13:50,SvzvudWA
Panasenko V.,Kutniy I.,-,-,[],[],07.01. 14:05,4EMk460F
Khorolsky V.,Kalenik S.,-,-,[],[],07.01. 14:25,M1ZsvGoH
Panasenko V.,Presnyakov M.,-,-,[],[],07.01. 14:40,r5Lg3QFL
Novikov Y.,Vavrenyuk S.,-,-,[],[],07.01. 15:00,0hYowz1N
Isakov V.,Kutniy I.,-,-,[],[],07.01. 15:15,xSKc2pVR
Vavrenyuk S.,Kalenik S.,-,-,[],[],07.01. 15:35,ITSjxfGT
Kutniy I.,Presnyakov M.,-,-,[],[],07.01. 15:50,EmCPc4wq
Novikov Y.,Khorolsky V.,-,-,[],[],07.01. 16:10,KxFIXDOp
Isakov V.,Panasenko V.,-,-,[],[],07.01. 16:25,dC1UdOhk
Vinogradova M.,Ryazanova A.,1,3,"['11', '6', '7', '4']","['9', '11', '11', '11']",06.01. 06:45,M70eLSBm
Semenova D.,Kandybina V.,0,3,"['6', '7', '6']","['11', '11', '11']",06.01. 06:30,84diM8ds
Mikhailik Y.,Tsiupko O.,2,3,"['10', '10', '11', '11', '7']","['12', '12', '9', '1', '11']",05.01. 22:15,48kebDCK
Agalakova I.,Kabakova L.,-,-,[],[],07.01. 04:25,vRwo5GLk
Havelia A.,Lieventsova K.,-,-,[],[],07.01. 04:55,80rk4zyd
Nikichenko O.,Babii A.,-,-,[],[],07.01. 05:25,nisg3fj2
Agalakova I.,Lieventsova K.,-,-,[],[],07.01. 05:55,ldLySwT2
Babii A.,Kabakova L.,-,-,[],[],07.01. 06:25,0WOuRcr9
Havelia A.,Nikichenko O.,-,-,[],[],07.01. 06:55,fgOqQHcF
Agalakova I.,Babii A.,-,-,[],[],07.01. 07:25,WIoD8kSs
Nikichenko O.,Lieventsova K.,-,-,[],[],07.01. 07:55,lftI79sl
Havelia A.,Kabakova L.,-,-,[],[],07.01. 08:25,SpuM6Tdf
Agalakova I.,Nikichenko O.,-,-,[],[],07.01. 08:55,M7vQ5mC0
Havelia A.,Babii A.,-,-,[],[],07.01. 09:25,zBrU47R6
Lieventsova K.,Kabakova L.,-,-,[],[],07.01. 09:55,IZXY3RtD
Agalakova I.,Havelia A.,-,-,[],[],07.01. 10:25,dQWx3odJ
Nikichenko O.,Kabakova L.,-,-,[],[],07.01. 10:55,OWKKRUYJ
Babii A.,Lieventsova K.,-,-,[],[],07.01. 11:25,2NJOQllQ
Dotsenko M.,Zoidze E.,2,3,"['13', '5', '11', '7', '8']","['11', '11', '3', '11', '11']",05.01. 22:15,EXaw6a5E
>>>>>>> master,,,,,,,
Kotov V.,Trachuk V.,3,2,"['11', '7', '10', '13', '11']","['8', '11', '12', '11', '4']",06.01. 14:50,OKUvOJzT
Baystryuchenko D.,Kozenkov T.,-,-,[],[],07.01. 03:40,joLIfOVI
Vakarash R.,Uchen N.,-,-,[],[],07.01. 04:15,hja1J78J
Zinov N.,Kozenkov T.,-,-,[],[],07.01. 04:50,Wtb5IRNP
Baystryuchenko D.,Vakarash R.,-,-,[],[],07.01. 05:25,2PpXDoWt
Zinov N.,Uchen N.,-,-,[],[],07.01. 06:00,tGqyD5om
Vakarash R.,Kozenkov T.,-,-,[],[],07.01. 06:35,OvZuCP0g
Zinov N.,Vakarash R.,-,-,[],[],07.01. 07:10,xrwpBqGa
Baystryuchenko D.,Uchen N.,-,-,[],[],07.01. 07:45,W4xlA3V5
Zinov N.,Baystryuchenko D.,-,-,[],[],07.01. 08:20,Aeyh9NpC
Uchen N.,Kozenkov T.,-,-,[],[],07.01. 08:55,SWVd8s0I
Martinko J.,Servaty M.,3,2,"['6', '15', '11', '5', '11']","['11', '13', '9', '11', '5']",12.01. 04:15,0nV7pYoI
Cheaib D.,Bluhm F.,3,0,"['11', '16', '11']","['5', '14', '7']",12.01. 03:35,MeW3oEWB
Ligocki C.,Martinko J.,1,3,"['11', '5', '5', '4']","['8', '11', '11', '11']",12.01. 02:45,K4qRe3M6
Wetzel F.,Servaty M.,2,3,"['11', '6', '11', '8', '9']","['7', '11', '8', '11', '11']",12.01. 02:05,tEpNdq70
Zeptner H.,Chambers D.,2,3,"['7', '12', '4', '12', '9']","['11', '10', '11', '10', '11']",12.01. 01:25,OxjIcPif
Servaty M.,Bluhm F.,3,2,"['11', '11', '7', '7', '11']","['6', '6', '11', '11', '7']",12.01. 00:45,pniEb5xl
Ligocki C.,Cheaib D.,1,3,"['3', '12', '9', '5']","['11', '10', '11', '11']",12.01. 00:00,jPiAaoNs
Chambers D.,Bluhm F.,1,3,"['11', '5', '6', '6']","['8', '11', '11', '11']",11.01. 23:20,vmPtHDhF
Wetzel F.,Martinko J.,1,3,"['10', '11', '4', '7']","['12', '7', '11', '11']",11.01. 22:40,dOZyIgw9
Zeptner H.,Cheaib D.,0,3,"['8', '9', '8']","['11', '11', '11']",11.01. 22:00,IXzYIZN2
Ligocki C.,Chambers D.,0,3,"['9', '6', '8']","['11', '11', '11']",11.01. 11:00,jRnjfjo2
Martinko J.,Servaty M.,3,0,"['11', '11', '12']","['5', '5', '10']",11.01. 10:20,CzlneWVe
Wetzel F.,Cheaib D.,1,3,"['14', '11', '8', '8']","['16', '6', '11', '11']",11.01. 09:40,UBbsdCGk
Zeptner H.,Bluhm F.,1,3,"['6', '8', '11', '10']","['11', '11', '6', '12']",11.01. 09:00,G8fwch1q
Wetzel F.,Chambers D.,3,0,"['11', '11', '13']","['6', '5', '11']",11.01. 08:20,bT7B1YhS
Cheaib D.,Servaty M.,3,0,"['11', '11', '11']","['7', '5', '5']",11.01. 07:45,Kx972EwM
Martinko J.,Bluhm F.,3,1,"['12', '6', '12', '11']","['10', '11', '10', '3']",11.01. 07:00,21E23fOF
Ligocki C.,Zeptner H.,1,3,"['11', '7', '8', '7']","['8', '11', '11', '11']",11.01. 06:20,OAFb4z99
Chambers D.,Servaty M.,2,3,"['8', '5', '11', '11', '9']","['11', '11', '4', '9', '11']",11.01. 05:40,UmGf5Gg3
Cheaib D.,Martinko J.,3,1,"['8', '11', '11', '11']","['11', '6', '2', '9']",11.01. 05:00,W2ci6dvc
Ligocki C.,Bluhm F.,0,3,"['4', '1', '5']","['11', '11', '11']",11.01. 03:35,UcJ8sD1d
Wetzel F.,Zeptner H.,3,1,"['14', '11', '8', '11']","['12', '8', '11', '8']",11.01. 02:50,j7K4rgnj
Cheaib D.,Bluhm F.,3,0,"['11', '11', '15']","['5', '8', '13']",11.01. 02:10,MXF0qZWq
Chambers D.,Martinko J.,0,3,"['4', '4', '7']","['11', '11', '11']",11.01. 01:30,KOTYmFOS
Zeptner H.,Servaty M.,0,3,"['7', '8', '4']","['11', '11', '11']",11.01. 00:50,x0vUle9M
Wetzel F.,Ligocki C.,3,0,"['11', '11', '11']","['6', '8', '6']",11.01. 00:10,OdzQkyfG
Chambers D.,Cheaib D.,1,3,"['8', '6', '11', '4']","['11', '11', '9', '11']",10.01. 23:30,UZzMjHvA
Zeptner H.,Martinko J.,0,3,"['3', '6', '12']","['11', '11', '14']",10.01. 22:50,jqxIicP3
Ligocki C.,Servaty M.,1,3,"['11', '6', '6', '7']","['9', '11', '11', '11']",10.01. 22:10,AXKKhwAc
Wetzel F.,Bluhm F.,0,3,"['7', '9', '6']","['11', '11', '11']",10.01. 21:30,WtMGgJfi
Zeptner H.,Ligocki C.,3,0,"['11', '11', '11']","['8', '7', '8']",12.01. 21:30,p4tkF6Dj
Bluhm F.,Cheaib D.,0,3,"['8', '9', '8']","['11', '11', '11']",12.01. 22:10,YJZWwjji
Qiu L.,Huzjak J.,3,1,"['11', '11', '11', '11']","['13', '9', '6', '4']",12.01. 22:50,6DsoGnbp
Chtchetinine E.,Chambers D.,3,0,"['11', '13', '11']","['7', '11', '7']",12.01. 23:30,CAYzwA5c
Zeptner H.,Bluhm F.,1,3,"['3', '11', '5', '4']","['11', '8', '11', '11']",13.01. 00:10,fZNuxUK3
Qiu L.,Cheaib D.,3,1,"['11', '8', '11', '11']","['5', '11', '6', '7']",13.01. 00:50,hKtqylzA
Chtchetinine E.,Huzjak J.,3,1,"['5', '11', '11', '11']","['11', '8', '3', '8']",13.01. 01:30,nstmz8kG
Chambers D.,Ligocki C.,1,3,"['9', '11', '4', '9']","['11', '8', '11', '11']",13.01. 02:10,QXviZR4M
Zeptner H.,Qiu L.,0,3,"['3', '9', '8']","['11', '11', '11']",13.01. 02:50,r9ZeYoKS
Bluhm F.,Ligocki C.,3,0,"['11', '11', '11']","['5', '6', '4']",13.01. 03:30,pILNT5Sq
Chtchetinine E.,Cheaib D.,1,3,"['7', '8', '12', '8']","['11', '11', '10', '11']",13.01. 04:10,vuLRSPsj
Suntsov A.,Korneev D.,0,3,"['3', '5', '0']","['11', '11', '11']",12.01. 14:15,MPeeSxiO
Pravednov A.,Ignatiev D.,3,2,"['7', '11', '5', '11', '11']","['11', '5', '11', '5', '7']",12.01. 14:00,QX6d98Gt
Merkushin Y.,Lyfenko N.,2,3,"['5', '11', '12', '5', '8']","['11', '9', '10', '11', '11']",12.01. 13:45,z3xv8E4G
Minkov M.,Sidorin V.,3,1,"['11', '11', '6', '11']","['8', '5', '11', '8']",12.01. 13:45,MaC4gFkN
Petrov D.,Uezdin A.,0,3,"['7', '8', '7']","['11', '11', '11']",12.01. 13:30,OOKUDl8P
Petrochenko D.,Shagarov O.,3,0,"['12', '14', '11']","['10', '12', '8']",12.01. 13:15,hvmZ8fkA
